SampleID,Group,Order,Diet,Metabolite1,Metabolite2,Metabolite3,Metabolite4,Metabolite5,Metabolite6,Metabolite7,Metabolite8,Metabolite9,Metabolite10,Metabolite11,Metabolite12,Metabolite13,Metabolite14,Metabolite15,Metabolite16,Metabolite17,Metabolite18,Metabolite19,Metabolite20,Metabolite21,Metabolite22,Metabolite23,Metabolite24,Metabolite25,Metabolite26,Metabolite27,Metabolite28,Metabolite29,Metabolite30,Metabolite31,Metabolite32,Metabolite33,Metabolite34,Metabolite35,Metabolite36,Metabolite37,Metabolite38,Metabolite39,Metabolite40,Metabolite41,Metabolite42,Metabolite43,Metabolite44,Metabolite45,Metabolite46,Metabolite47,Metabolite48,Metabolite49,Metabolite50,Metabolite51,Metabolite52,Metabolite53,Metabolite54,Metabolite55,Metabolite56,Metabolite57,Metabolite58,Metabolite59,Metabolite60,Metabolite61,Metabolite62,Metabolite63,Metabolite64,Metabolite65,Metabolite66,Metabolite67,Metabolite68,Metabolite69,Metabolite70,Metabolite71,Metabolite72,Metabolite73,Metabolite74,Metabolite75,Metabolite76,Metabolite77,Metabolite78,Metabolite79,Metabolite80,Metabolite81,Metabolite82,Metabolite83,Metabolite84,Metabolite85,Metabolite86,Metabolite87,Metabolite88,Metabolite89,Metabolite90,Metabolite91,Metabolite92,Metabolite93,Metabolite94,Metabolite95,Metabolite96,Metabolite97,Metabolite98,Metabolite99,Metabolite100,Metabolite7_dup,Metabolite86_near_dup
Batch4_Sample_1,Group1,113,Diet2,130903.75,98502.41,88699.87,124068.61,136950.21,59930.71,92631.62,133470.86,127798.85,94495.44,110785.83,133263.42,78378.89,96477,131180.13,127491.18,103000.26,79459.25,77243.96,137117.43,109635.45,108036.42,84104.24,101680.44,144632.48,94245.77,86422.49,71051.3,114921.41,80226.99,106228.78,104333.73,103525.19,75943.66,95109.02,84856.05,82388.1,99993.3,79023.64,108174.95,98514.58,112769.34,141436.65,88635.92,119208.81,107454.91,100453.07,113813.65,99356.53,98181.03,92176.73,109082.33,118927.31,92165.48,116694.19,111713.96,120497,90015.3,62546.8,129356.7,97130.44,110286.24,140228.13,115803.09,62629.15,91683.72,97035.52,117725.46,96629.17,111143.04,105758.85,110173.92,109468.42,84714.46,115487.17,90534.47,99967.5,92638.15,84196.22,83151.08,123300.8,117317.33,143884.15,131134.56,79581.5,92597.23,104626.84,98882.94,131950.86,121751.13,112008.51,135818.37,92650.63,112689.23,67201.41,90697.07,113336.72,90760.29,98658.56,83865.52,92631.62,92597.23
Batch4_Sample_2,Group2,114,Diet3,110700.39,82525.7,142704.48,97457.84,137963.76,119380.04,118657.68,122912.75,101355.6,107690.72,144065.06,124952.25,86160.12,105238.53,83755.25,103622.95,92530.11,69535.89,89843.19,140074.77,92991.68,50852.94,93384.72,86648.02,131290.26,57858.3,104611.21,84730.55,108819.01,81948.97,99941.98,94593.32,118154.79,105910.91,107159.86,82798.49,107426.9,64271.47,69415.23,107641.81,94925.98,130567.33,140816.68,112824.8,90234.05,95256.45,111004.07,117310.78,104927.25,139253.22,91386.27,110763.38,123040.02,88888.93,112637.01,96678.36,147153.93,97156.99,76702.28,84987.88,87863.89,97470.66,126158.46,139415.52,114664.42,138106.95,144807.7,149067.67,128692.29,104565.49,92755.22,108604.46,98857.33,89090.41,84341.38,88055.29,103348.09,132946.4,89114.58,79135.75,105571.76,94589.95,157239.51,134769.48,84912.2,101768.2,97340.9,111698.54,105861.63,103324.3,132749.88,98170.21,152671.8,119537.85,96751.32,91526.77,88872.26,93714.7,137628.3,83567.21,118657.68,101768.2
Batch4_Sample_3,Group1,115,Diet4,134865.11,121865.7,147060.01,104156.56,101792.59,78719.27,128846.63,124013.19,127526.66,118599.7,158066.85,146104.36,84702.92,80200.21,75539.61,94484.12,133846.23,81507.22,49267.33,91638.67,112706.54,82512.4,65205.92,121324.44,108681.16,135490.86,102464.27,74175.72,84234.28,113706.15,123378.82,105878.8,117762.01,106101.85,121172.8,81497.72,97943.64,83248.77,77058.08,114774.54,109740.71,95720.92,135448.37,100006.18,69683.86,108663.8,92650.32,147446.46,85406.91,112978.17,123273.28,85060.53,121018.53,96431.24,133304.49,83766.48,67975.38,84059.87,82642.34,124018.81,97208.53,96474.15,105938.09,146215.03,123866.05,146117.97,69321.48,152294.67,116599.91,88250.42,85295.16,94296.08,126574.95,91377.67,74536.69,135487.32,122084.33,98767.18,83619.09,93176.61,99703.72,108505.46,77551.3,98306.81,66920.79,116003.37,107094.31,135510.8,120133.41,114023.01,110994.72,91626.6,126820.47,122817.82,70974.39,89024.05,117536.23,95379.61,112117.3,78269.26,128846.63,116003.37
Batch4_Sample_4,Group1,116,Diet5,134643.77,92677.41,88127.6,,123238.25,122078.13,130615.46,73149.85,156357.6,93805.22,89744.63,116563.09,94026.01,119502.76,94707.85,93257.15,59776.93,64373.2,85953.2,116513.69,86122.78,85099.11,86930.46,120691.18,129061.73,98966.93,99016.34,51842.39,108204.51,96349.68,109691.37,106857.25,131278.03,88242.58,117016.31,91315.98,86656.3,82493.99,58927.52,121050.97,102562.45,31378,155072.57,97800.15,101670.31,108177.66,81107.82,133477.89,95417.07,128349.35,136639.94,116162.79,111953.63,122253.52,104287.03,103684.63,133689.28,99786.7,87815.65,91854.5,107566.22,95571.6,81625.95,138990.96,55325.19,151771.07,84031.18,139323.34,136796.19,100710.96,57258.84,109443.14,138157.58,88495.1,95072.86,128971.57,97572.15,103305.8,103829.69,91664.1,125674.84,118872.98,119771.99,72032.69,119956.67,109602.22,100252.5,110239.87,122817.78,135562.19,126694.58,57895.8,90255.76,112822.23,85907.8,91821.79,80720.14,84138.7,145561.13,106145.08,130615.46,109602.22
Batch4_Sample_5,Group2,117,Diet6,117930.17,102972.29,124793.58,94057.62,151088.23,106677.48,120405.05,123606.46,164219.33,88356.71,169061.67,143565.87,98158.61,128468.46,101150.87,78979.15,64199.94,70997.18,57290.86,124537.88,73434.93,116939.65,106690.54,99319.33,110701.46,147129.01,100162.93,79687.16,121049.79,118159.46,112670.62,92670.67,105761.08,103329.22,88678.26,72116.71,95878.73,74201.57,86984.81,107880.13,89552.33,124978.71,122782.81,131185.64,110990.75,85047.51,96940.33,114660.83,102552.39,121682.56,110748.66,106936.44,123530.84,103939.39,119681.39,104763.37,177709.24,94631.89,90822.05,115619.81,79967.06,91126.45,156296.82,113765,89259.36,143111.43,102695.72,118602.37,104262.88,140096.24,84602.66,104273.97,111174.87,117085.52,92773.7,93838.4,102263.37,96814.81,97612.24,111039.17,107457.57,111750.3,125834.04,124180.93,51080.82,107665.53,118493.43,94915.61,122478.59,101435.43,107624.64,106676.45,100467.26,115249.35,106796.31,89370.38,103634.21,76893.26,100216.79,113147.46,120405.05,107665.53
Batch4_Sample_6,Group1,118,Diet7,144187.33,77593.75,87645.52,132302.91,92548.23,127286.44,146155.31,97631.4,139725.35,115066.01,114048.81,129822.86,101194.33,108999.77,104532.92,100712.07,127134.71,78988.54,76781.78,87572.99,112643.32,83026.5,124752.19,111682.58,135192.75,73845.66,98190.33,36819.36,122144.84,77337.34,108066.21,118439.25,116410.43,100541.13,97931.57,91726.02,112221.86,66217.49,44288.8,95826.44,117592.14,108502.2,131442.8,96038.38,136261.18,109628.23,101254.14,120035.17,102156.79,125128.59,114413.02,101230.8,137475.57,97229.85,122897.1,92475.79,98629.27,109985.71,63130.72,123043.32,109166.75,114708.17,125112.85,140135.32,120486.21,160322.41,105529.45,130953.7,128312.57,80930.95,108977.19,105553.73,114190.05,82815.35,88184.77,94922.71,116154.72,116367.71,105076.96,87710.34,144917.18,135146.14,108957.71,74112.6,105203.31,115519.84,89186.17,100019.42,117762.31,114135.49,116857.01,67846.84,140710.13,118290.09,74968.53,77472.7,118767.43,79766.87,119402.55,64699.88,146155.31,115519.84
Batch4_Sample_7,Group1,119,Diet8,114204.98,90783.89,132953.02,135918.16,119223.19,140305.37,114106.45,67706.95,167766.76,95119.34,112312.02,138447.93,102237.01,89584.73,99681.74,113451.75,90569.21,57447.3,99603.03,112543.33,116049.06,97632.83,101660.94,127033.95,135248.45,98894.01,105472.15,97232.5,140759.07,106794.54,82546.34,110733.78,128193.11,95140.09,99808.87,78471.15,104662.45,96769.47,89095.27,96502.9,114704.2,65709.3,82150.38,92053.8,97288.99,120891.56,98866.24,136099.38,90570.2,133418.79,114089.97,94087.07,112218.47,98338.55,108211.74,87713.18,71924.21,97894.58,51449.02,92525.92,83735.95,97179.62,112422.21,137607.1,126488.73,114728.45,64445.37,105161.09,118616.11,115676.36,85756.83,96443.83,115685.8,92671.19,96229.18,149388.59,111891.74,110219.6,92749.05,78111.13,109029.52,113442.51,122410.29,136574.12,114915.62,109464.99,103657.76,104052.64,129351.71,142318.05,127087.89,96901.24,139991.86,112936.38,69271.14,90734.32,74515.96,86183.68,128611.39,81578.48,114106.45,109464.99
Batch4_Sample_8,Group2,120,Diet9,116870.04,87697.52,118719.82,91488.79,132203.38,83345.46,122808.61,116312.4,165953.86,91363.48,178847.76,138044.87,103845.34,130057.93,129074.25,108387.67,97353.1,78188.68,63577.78,113993.47,82201.86,94963.13,105419.73,120724.51,104468.52,72240.16,96814.5,89418.05,105269.82,125411.19,100463.06,123101.61,121463.07,93094.93,114311.43,67197.81,98442.66,84044.66,77425.26,101359.53,98379.46,90538.96,118744.41,140076.25,85163.45,106359.03,102324.01,114045.36,94236.95,120611.01,92220.74,104472.35,91066.95,112703.03,98010.65,94067.19,111782.08,94865.76,65809.97,118363.13,87572.61,108683.04,119709.67,142592.5,79559.72,114340.66,115355.02,117038.32,117908.16,98928.82,101867.22,102173.24,130578.29,83755.23,106710.69,77730.3,132949.01,118208.55,103700.25,107294.91,122591.86,105562.39,118665.51,93113.85,107672.92,99275.48,107023.96,95942.23,128300.87,121574.87,115354.07,85470.03,89283.31,135724.3,79372.09,89432.59,68739.33,91258.89,124712.38,97968.94,122808.61,99275.48
Batch4_QC_2,QC,121,NA,119688.66,100523.79,116646.44,116027.51,102886.2,99967.29,127941.11,97260.86,113766.7,106713.94,99149.01,126138.62,86963.89,100889.62,104045.46,115888.61,93463.84,77646.31,76289.3,127910.23,96427,82280.62,85445.21,129220.82,116323.9,93328.45,88637.33,75955.43,100041.33,94129.49,114877.15,102646.71,121395.82,102190.52,104277.88,85213.54,101854.12,81997.34,72400.79,94894.17,102796.41,107188.08,104523.98,108707.89,88568.61,106863.73,96371.56,119508.06,93726.98,109659.06,113408.2,103155.58,117213.98,105115.08,118711.78,95061.28,116702.46,105506.85,78457.58,106645.9,90743.96,112194.97,129195.14,116376.38,96946.75,113314.86,114986.03,112773.66,110518.97,105737.04,98437.1,101436.33,116608.1,96350.66,85740.19,99694.04,112614.35,93762.19,88878.87,78696.1,111947.59,89494.86,105583.95,107381.89,94628.54,112808.99,105512.99,113377.85,112429.83,112149.26,114540.52,102031.5,106856.1,114284.13,103586.02,92222.87,93191.09,87668.63,107229.7,112034.01,127941.11,112808.99
Batch4_Sample_9,Group2,122,Diet10,107168.24,95316.73,95256.7,88356.48,161714.02,103438.52,118443.99,99894.76,108979.26,120469.44,181837.14,149709,92118.41,73548.9,134623.43,118313.18,97911.68,46813.72,84937.07,89537.69,120478.45,63155.86,131293.08,90036.43,68979.95,79128.8,110696.83,70982.53,138354.52,89790.28,133930.37,99297.58,130451.62,105295.03,111575.72,85366.53,87787.94,80284.22,46355.08,110189.17,111381.51,108849.39,166627.66,125189.42,80234.12,92681.95,106768.76,116418.05,89835.4,109110.09,100190.68,83549.97,137335.52,87232.35,95521.82,108449.01,131251.01,97423.21,84042.43,100281.46,74161.41,101724.15,113292.29,114608.73,131873.15,98644.63,149456.86,128139.73,102140.96,123379.02,71922.68,94564.14,106365.57,89784.34,95696.9,98514.36,100428.45,76930.63,87216.42,107498.02,112167.36,108322.78,91946.95,119052.43,74672.68,76704.76,104180.46,108862.74,103731.99,115179.16,116124.65,102408.15,106980.67,133290.8,97001.65,97486.47,85168.89,72626.15,71025.68,88476.44,118443.99,76704.76
Batch4_Sample_10,Group2,123,Diet11,113958.05,97434.66,101775.91,155999.48,175322.11,98225.73,118412.25,84213.82,120955.53,93118.35,146647.07,106616.86,103532.54,102045.28,84165.13,125075.11,74510.87,90843.22,80453.24,104747.81,129108.34,106295.79,122410.24,102701.73,120687.31,90830.66,114381.47,91600.49,105377.68,135895.2,142671.1,108488.61,95128.14,90417.63,112958.76,71160.11,100332.98,76840.73,84438.36,117213.75,107601.58,78653.55,92340.83,96464.68,72273.62,121177.49,85311.9,115419.75,84329.56,112862.89,122359.12,122270.5,142039.42,112280.94,90692.88,94448.84,108125.69,103717.6,50149.28,106576.79,91382.64,112311.16,156981.37,122855.26,144162.23,149138.32,110921.11,122812.37,129762.36,127610.62,85971.55,85862.01,99361.99,80653.4,96292.12,124767.33,112848.05,115857.18,82851.69,73464.49,123387.39,110957.98,71117.07,119803.41,76299.44,93873.05,106169.31,90780.26,130548.75,98595.23,128037.07,65841.25,141342.81,127149.25,103039.96,70945.02,121508.04,93186.63,138654.85,98597.1,118412.25,93873.05
Batch4_Sample_11,Group1,124,Diet12,119477.12,78586.51,90774.03,,90467.03,120062.56,122220.15,111395.11,154060.79,99251.69,116438.09,148601.9,95788,91229.63,91094.19,115431.02,115263.33,48141.57,98002.03,151321.81,96322.64,92331.65,89045.89,106726.88,92654.28,119666.7,88784.71,89832.01,94296.75,105155.9,127740.43,120391.95,131320.09,105152.33,93632.96,74398.88,98510.12,48369.16,100798.89,87699.75,117043.88,69194.37,115166.97,94186.44,102014.03,121407.1,86237.19,130689.97,80089.38,98451.26,79646.77,102655.27,139789.17,105066.89,96045.54,101884.29,106316.21,107092.38,42078.47,84613.33,99159.26,106319.66,130818.38,117215.52,100064.34,114821.66,99763.58,91243.5,107829.57,105851.79,83857.46,98367.56,75808.7,85020.24,105746.4,93689.33,104446.04,83001.3,88779.94,121711.04,121773.55,112225.01,127971.08,84652.4,90592.23,112466.59,90160.08,100218.44,91028.72,123330.74,101627.8,83081.68,85472.96,101079.43,73457.37,84399.26,110025.71,77567.25,124741.25,124285.15,122220.15,112466.59
Batch4_Sample_12,Group1,125,Diet13,140712.5,84843.45,109444.25,136426.83,124012.51,104474.95,120244.7,124215.94,165139.86,101246.02,126500.8,104899.31,112584.25,85998.4,110115.45,116574.08,95370.44,52952.53,65316.49,147724.69,119757.13,76885.9,86209.35,124114.05,163615,74960.55,94664.31,73729.83,95246.02,80789.75,107560.49,112984.82,91577.56,75129.44,93203.6,104535.17,98658.65,66197.87,79909.59,98615.25,97402.76,104309.82,134054.05,83428.34,88018.99,112972.27,79226.1,105529.35,94529.72,139700.97,103318.55,89178.37,120345.14,128828.58,103753.83,112728.86,61308.47,101453.09,63624.54,110185.46,79840.38,133612.32,116009.29,110106.15,82287.99,118188.77,87251.7,161106.4,86365.49,82877.51,87222.6,96957.93,109281.61,92016.74,97859.4,107008.48,100961.47,112426,116443.76,79675.41,124395.71,85594.41,113838.59,91333.3,110923.64,123792.16,95802.71,109364.17,132550.47,121016.83,105705.82,129322.56,121741.34,101282.13,92555.46,95964.56,92893.69,86266.2,88986.76,96573.77,120244.7,123792.16
Batch4_Sample_13,Group2,126,Diet14,109583.8,97646.59,96290.68,124429.52,113185.3,91950.5,129211.74,96475.89,134639.57,91554.71,164013.58,137357.74,84940.12,88323.08,103048,83334.26,74269.68,64623.9,129537.04,93254.28,87709.82,60470.57,51015.28,123032.13,73096.39,107001.52,107767.13,87259.02,115841.52,93907.35,125633.98,114074.14,122869.85,92123.38,131083.14,102961.04,85762,111797.87,82709.92,91704.22,102423.69,91520.08,132188.88,119187.82,75129.31,93999.05,95697.99,131978.85,102760.43,100351.49,103914.72,90521.02,123180.07,75403.06,94124.98,108933.46,122498.39,112997.78,56588.35,97381.94,90203.21,109065.95,105720.55,122693.64,112815.9,78880.8,112586.18,103678.39,136357.97,137976.12,97972.03,98852.07,96588.58,98371,92680.01,111896.18,118170.37,95261.26,79077.25,116081.63,124969.55,106204.86,141774.59,125122.27,93930.43,96441.92,104313.4,105594.71,92815.75,105421.9,108764.51,65293.87,95735.98,114256.1,86445.99,105076.32,91919.96,73637.76,130559.39,102348.69,129211.74,96441.92
Batch4_Sample_14,Group1,127,Diet15,126587,78133.96,110405.44,112725.62,70350.89,88449.36,128944.7,85195.34,141320.36,112936.22,116786.31,138794.37,89538.03,105021.26,99217.89,99004.42,84072.08,77783,96251.11,35686.8,82951.29,87447.64,89867.33,121875.61,120780.36,95386.39,106502.7,73968.01,94196.47,75998.1,108660.97,99742.07,101511.66,99684.61,131004.99,99369.07,88817.61,121056.42,66949.15,107217.87,110481.84,66657.37,148682.78,81948.64,88484.07,106742.59,109301.87,122357.15,90427.27,80403.04,67803.32,95612.2,124252.82,111859.74,105799.65,102952.48,178706.68,115609.01,68544.16,110762.38,94225.66,84252.79,116812.26,126209.41,97298.47,100244.3,89466.39,83904.48,109626.41,124665.91,89675.23,94749.58,99694.52,85090.83,107777.57,137863.95,91910.53,110415.84,93857.08,87742.04,115393.44,116115.98,80441.14,96380.81,101512.7,88839.03,90534.01,106724.25,90472.28,129487.75,102268.12,89326.61,91454.15,99123.68,78394.12,93235.22,116840.96,81351.41,99792.13,100403.53,128944.7,88839.03
Batch4_Sample_15,Group2,128,Diet16,114464.54,80892.99,102997.1,,143887.74,117535,121665.29,74938.08,131361.21,115295.59,149518.31,140623.26,88727.84,96529.24,91851.46,114763.25,75247.74,80676.06,68135.72,131893.61,82790.9,106587.11,64862.48,117422.24,132222.38,89831.8,98656.72,66449.81,98317.2,119520.57,96995.04,101210.24,105878.84,101989.25,126885.28,100719.8,88864.32,101805.2,77153.57,97655.5,76729.84,79629.17,114811.61,125589.98,131344.05,101059.04,99042.3,100038.71,76249.45,108012.04,135419.78,116432.81,128512.76,73696.68,113005.54,102111.86,103617.59,113544.61,78319.32,116445.36,110596.24,95482.69,87992.58,116034.95,95503.73,109615.57,69146.63,120875.54,102699.34,99638.24,86017.2,99416.74,97693.85,84812.45,93558.32,121759.32,90232.91,113048.22,92722,99086.08,128098.67,95263.27,87270.25,123277.36,67328.49,95165.41,120225.19,92877.9,98118.43,127670.32,117496.62,93356.06,119969.77,115445.09,104162.92,100938.39,107104.74,76198,116833.49,81954.23,121665.29,95165.41
Batch4_Sample_16,Group2,129,Diet17,99316.27,79069.59,113089.48,96168.29,132843.07,92119.21,109411.76,97333.5,94401.49,111601.2,144446.85,151376.58,77916.23,107123.45,93856.47,88165.39,92937.04,68575.67,68493.51,100634.05,90353.88,79241.67,108156.49,89018.3,136099.88,111106.3,100780.95,67367.18,71848.32,132501.19,104893.32,112948.06,126122.58,101169.68,113825.19,72237.98,90409.1,112225.66,74368.22,112911.49,84724.75,126603.22,117237.3,124563.26,102091.59,103786.92,104859.05,103425.75,91369.44,89905.27,112160.73,100170.11,113936.05,104686.25,92794.87,114528.24,68412.4,100653.58,74722.58,119681.36,92178.96,84079.12,73020.68,91710.51,86653.31,79789.92,87087.73,90507.12,120495.21,92026.1,75101.85,95143.61,130583.71,91879.49,97899.66,119393.82,115168.66,98061.3,80893.69,91520.92,132141.04,91238.18,89958.46,111827.26,123190.53,80448.18,94561.19,76755.47,98390.2,120903.63,139589.94,92160.99,90548.28,111390.36,60206.56,114957.66,77170.92,67206.24,120066.3,86693.6,109411.76,80448.18
Batch4_QC_3,QC,130,NA,115678.13,95121.18,96016.77,97250.48,99211.76,95985.04,99019.17,103894.17,113557.54,92441.91,122644.42,123357.66,76659.8,97705.29,97021.74,98846.46,93539.74,66420.69,73201.27,126144.26,93918.03,78801.71,111724.55,104891.85,117953.3,93783.41,89546.55,76902.51,93478.21,102300.72,92638.81,91315.4,96006.82,91167.84,88444.37,84980.28,89919.25,95160.43,81534.94,95042.02,102089.43,93009.19,98651.23,116972.52,90146.64,98490.74,81560.08,99982.79,98761.84,104721.14,86439.77,89650.89,115037.95,111216.23,83948.65,109751.9,106854.21,102317.71,70915.27,92309.7,111087.11,85585.01,92078.24,113107.58,83989.8,115644.55,95411.53,104815.57,99506.03,94884.52,69380.9,93393.69,101912.75,88584.68,97238.31,84417.79,90046.82,98161.73,81638.85,89215.68,120413.87,96147.79,100353.58,90044.33,86361.22,112334.53,96235.76,101376.87,98903.6,108891.56,107195.07,84174.1,110734.83,105418.43,102246.28,91452.52,84411.83,81036.75,110939.37,109366.74,99019.17,112334.53
Batch4_Sample_17,Group2,131,Diet18,105353.19,69743.78,99909.59,110186.98,126188.15,88494.76,132841.01,124225.42,151696.35,112177.59,147555.57,116782.01,93798.79,90928.44,91817.27,102819.19,94505.04,77162.01,52153.09,108917.71,63686.31,100535.35,105834.11,103001.17,123794.09,84308.9,86091.53,88418.58,122097.07,111388.72,104536.29,111477.1,115761.71,101217.69,90013.87,76738.59,98200.4,105399.77,61698.44,87233.54,99347.77,76958.69,104636.04,126186.97,77230.96,86469.87,89174.86,116505.85,78380.44,105709.52,89966.12,94952.58,109611.96,105419.47,89124.45,102196.26,94679.82,110994.25,78846.33,91295.74,80735.87,95138.16,111620.71,94119.77,100768.62,109157.77,82965.15,82303.2,103287.1,103094.58,81198.52,93295.34,97907.25,104856.5,74698.39,97680.57,105913.47,107630.14,74975.29,101461.65,101390.38,98111.96,91213.29,114227.52,84210.22,102331.06,101322.48,97619.66,96327.62,91243.37,93620.5,89056.05,108500.59,117056.3,72861.3,84074.55,86902.11,63892.18,81409.59,107043.2,132841.01,102331.06
Batch4_Sample_18,Group2,132,Diet19,117324.64,84373.07,83440.17,117768.7,121738.62,89842.25,78650.09,93530.33,88102.58,111831.84,150990.8,121908.41,85263.46,107094.61,100111.06,111974.19,88546.7,63807.06,66543.3,114576.69,95108.03,76403.09,121769.48,85840.9,126256.78,72206.5,89284.66,110659.15,71544.56,113883.1,106307.71,103534.68,108301.83,87576.05,84407.56,74916.73,92703.05,89514.42,48729.58,97225.51,102341.36,133012.59,94419.05,106609.73,77784.57,72049.97,87358.19,95906.82,83453.79,107437.11,108113.56,79105.81,112515.17,87820.24,99421.71,102227.66,117296.28,110425.3,54026.9,79173.28,62054.77,108148.09,94250.74,105419.18,132567.84,81171.27,91068.93,99206.79,109412.55,115445.27,88934.03,95994.27,98292.75,91290.32,92875.82,95026.87,96971.53,105076.49,111499.55,89893.75,124184.6,90437.57,128589.9,106673.1,75726.76,104448.44,104955.01,96808.4,76488.65,103396.41,117074.2,82739.19,99222.21,103887.49,99255.59,93981.79,80571.64,69830.05,138679.68,121317.15,78650.09,104448.44
Batch4_Sample_19,Group1,133,Diet20,124189.86,97171.55,109428.47,130208.86,136721.96,84582.42,106297.57,117173.11,110045.75,121710.63,123638.64,125217.21,67967.51,98671.73,109992.52,109181.15,100075.27,53816.57,53778.07,72283.13,94289.18,80944.32,76396.13,106754.97,49396.85,90326.36,95051.04,91247.75,103811.57,66200.91,93099.31,106515.89,89473.91,88547.27,101231.32,86810.14,94367.34,76002.37,49740.11,107884.98,106980.97,66613.95,113532.34,90375.42,96815.52,90288.62,87972.05,109829.35,99498.41,108295.02,119422.13,101268.37,96022.39,107569.2,98035.56,99856.89,81289.08,109129.66,76557.5,129633,84946.49,98170.94,123977.68,104719.42,72168.39,79740.08,115506.12,114457.52,100317.31,83573.84,80472.54,101418.06,114154.3,83867.35,125497.42,98754.07,101744.48,107248.13,92733.31,106804.67,108317.66,121421.38,92551.79,84648.04,90714.79,95157.74,101036.96,92435.3,100922.29,111629.59,111504.18,71894.4,101821.98,127294.53,56893.03,117781.55,61927.66,66683.75,95589.7,119964.01,106297.57,95157.74
Batch4_Sample_20,Group2,134,Diet21,104249.6,98508.23,113595.83,108969.34,130009.18,90960.69,114405.56,97858.01,137212.35,90529.36,134697.03,123302.96,87649.52,76052.64,88748.23,121131.52,100652.23,68015.94,85972.62,112269.26,68607.54,88240.8,131340.53,92485.56,119699.72,113815.08,87368.4,66404.34,129258.97,117543.05,121905.94,120811.34,99332.98,71583.66,104295.65,87890.55,95424.82,79302.36,96250.31,101751.81,93781.15,114186.09,121694.71,114261.17,81866.34,81559.12,74420.99,105997.23,83491.5,106260.46,107581.11,82789.48,101136.01,115963.61,88772.79,103030.38,107695.88,86104.21,69090.18,76220.54,66770.2,74612.01,85233.77,89600.05,73263.36,104022.8,93488.6,95978.87,112928.73,91065.23,90218.42,94196.74,117443.88,93765.27,87695.03,136709.33,103193.57,103465.98,92332.47,71172.33,103895.68,97480.87,113937.57,87505.51,97245.4,79754.1,91117.18,92333.19,99708.89,104098.28,112282.22,78283.9,58669.59,118873.57,79872.23,81563.43,64937.14,63263.11,83337.16,126975.92,114405.56,79754.1
Batch4_Sample_21,Group2,135,Diet22,116091.1,76563.55,117023.87,98652.29,111914.79,67224.43,117982.13,77431.95,117760.86,75693.59,152558.42,139281.05,60570.94,83113.6,99060.7,110379.05,114617.5,80772.56,72515.41,116885.08,118630,87181.7,139637.54,75449.32,117498.92,113782.96,91761.12,96592.96,93263.93,97799.91,102694.74,104367.3,125034.98,81852.81,93734.13,87629.76,,62365.36,74302.85,97809.02,119497.4,87181.52,99047.08,115833.58,45481.58,100487.78,94121.42,117761,68133.7,95999.33,130256.95,61796.75,99806.72,127993.13,83606.25,95200.09,107948.42,105506.8,85996.31,103302.06,75983.65,100090.76,90811.18,126032.39,98153.89,116320.64,78192.2,74469.53,98025.55,134797.52,102718.67,92481.43,122249.65,89546.1,86681.67,64667.88,97875.55,99874.84,104892.79,81907.97,113125.91,101071.11,138525.64,91473.56,50124.28,97510.31,81949.55,89413.14,102675.14,109179.04,99585.36,67829.64,101376.49,105523.21,98947.24,82369.92,73508.47,78818.27,95013.55,82725.37,117982.13,97510.31
Batch4_Sample_22,Group1,136,Diet23,126571.67,93865.41,103123.98,87604.81,91559.94,121250.41,103234.64,75250.14,116633.64,106096.11,101287.92,119043.05,76723.43,99544.4,81938.34,101188.91,133601.8,34262.8,86700.32,96405.58,98767.35,63553.31,93888.71,104629.16,120928.52,87414.89,81124.62,113748.64,88633.85,81482.77,102642.05,116167.78,129280.45,83905.15,91352.72,72521.56,99625.07,61250.39,65479.96,93185.86,92147.32,78995.16,61056.04,103362.89,60057.39,119137.9,89070.86,116693.3,86898.66,130639.06,93680.84,73420.88,78434.77,149930.99,91022.21,100362.01,81777.78,94152.78,57432.64,87212.43,79538.61,104560.66,96800.78,116139.84,112939.05,66079.03,85825.37,115352.35,106974.06,69901.95,86656.65,101470.57,90831,88275.5,118526,105347.1,84270.77,104208.07,82185.1,69013.01,114493.78,97748.55,79089.75,103882.37,78625.38,90564.51,96011.12,95525.65,95655.28,110300.3,104056.39,70984.58,82790.54,93852.75,79473.62,67923.68,88171.45,80725.56,116396.74,108489.81,103234.64,90564.51
Batch4_Sample_23,Group2,137,Diet24,109022.42,109450.88,112362.75,100301.47,113260.42,122948.81,105652.21,108533.15,137555.37,92864.09,123104.1,120221.56,69460.58,91231.55,89556.9,104278.6,75517.6,58160.07,72969.39,115270.54,116514.75,72483.63,57747.39,103829.62,70922.37,110395.96,82206.14,83750.61,87078.89,140714.46,114142.44,95606.76,113103.75,77278.24,105239.56,92145.16,92729.97,73647.94,78215.77,107496.69,112837.48,100089.41,82050.42,123810.63,71220.03,94894.31,83375.71,104188.94,97806.46,95145.72,118626.96,86901.68,115200.65,118440.72,86150.05,108594.36,50634.59,86858.59,67348.9,122243.77,76858.11,100252.75,90376.84,130144.96,110612.11,123219.17,71962.65,100060.08,103553.32,96309.03,90797.76,98051.51,107364.11,89173.33,95137.47,109890.35,114494.29,75875.39,77101.39,73118.67,108705.57,98185.25,115393.02,105038.01,81952.91,104272.55,100368.79,93531.63,94307.61,95678.48,96068.58,63564.9,103895.14,109102.3,99001.26,105462.54,78548.29,71233.52,123891.77,131143.65,105652.21,104272.55
